Многие критики Израиля игнорируют их	Russian
Один кулемет зіпсувався	Ukrainian
Jag går ut	Swedish
Найдорожче обійшлися нам будівлі й подвір'я, де боронилися латиші	Ukrainian
Cuando el río suena agua lleva	Spanish
Pero que no nos engañen: queda mucho por hacer	Spanish
Vivir es sufrir	Spanish
Дозвольте з нею не погодитись	Ukrainian
هل تتحدث الإيطالية؟	Arabic
Вы понимаете, о чем я говорю, — сказала она, поднимая свои прекрасные задумчивые глаза	Russian
"Powdered glass,"" said Mills"	English
Ni kan inte lämna era gäster	Swedish
В-пятых, в регионе должен установиться мир	Russian
Men det var en bok som inte gav sig	Swedish
I kapitlen lämnas flera förslag på bland annat författningsändringar och regeringsuppdrag	Swedish
Y dijo Dios: Sea la luz: y fué la luz	Spanish
Pouillez vos chausses et tirez d’icy !	Frence
Donde tú murieres, moriré yo, y allí seré sepultada:	Spanish
Майже не містить цукру	Ukrainian
Balık demiş ki: Etimi yiyen doymasın, avımı yapan gülmesin	Turkish
À nous, les becs d’acier, craints même des tombeaux	Frence
إن هذا سوف يجعل من المستحيل عليه أن يحفظ ماء الوجه	Arabic
Har du lånekort där?	Swedish
Y el rey de Egipto hizo llamar á las parteras	Spanish
خۆی دەڕنێتەوە دارستان!	Kurdish Sorani
Donuyorum!	Turkish
En bred fågel	Swedish
أفضل الجود إيصال الحقوق إلى أهلها	Arabic
Allait-on persécuter l'Église ?	Frence
В сентябре прошлого года я призывал всех нас мыслить нестандартно	Russian
Where's the Armistice Ball?	English
بەڵام چیرۆکەکەی گرێدراوی بابەتی جادووگەرین و باس لە هەمان بابەتی ئەو زنجیرە فیلمە دەکات	Kurdish Sorani
Que voulez-vous, la débâcle est arrivée	Frence
بەڵام وامان کرد، وا بچێ، زۆرمان خزمەت بە کورد کرد	Kurdish Sorani
ئەمە چەتری کێیە؟	Kurdish Sorani
Кілька кіннотників, заїхавши позад них, зняли рушниці	Ukrainian
Ew ê bêriya dibistanê bike	Kurdish Kurmanji
Ils venaient de la mer	Frence
Будущее здесь	Russian
Латин, дочка, стара Амата	Ukrainian
سیاسەتوانی دڵخوازت کێیە؟	Kurdish Sorani
Ew di zaroktiya xwe de bêhawe bû	Kurdish Kurmanji
Lîstikeke komî ye	Kurdish Kurmanji
And for two seconds, no longer, she clasped him and kissed him	English
Därför hade den upphört att fungera	Swedish
Ew ê baz nede	Kurdish Kurmanji
Di vê tu di vî karî de mejiyê xwe bi kar bînî	Kurdish Kurmanji
Em bişirîne	Kurdish Kurmanji
Тут його балакучість зникла	Ukrainian
Aynen bu şekilde	Turkish
І кріпость всю поколихав	Ukrainian
I have another well-laid plan for encompassing that young shrimp	English
me sorprendes, Gamboa	Spanish
Ağaç ucuna yel değer, güzel kişiye söz değer	Turkish
Men tyvärr var det inte alls vad parlamentet hade tänkt sig	Swedish
Eski kocam	Turkish
Instinctively he realised that he was life to her	English
Non, elle ne doit avoir lieu qu’au lever du jour	Frence
Hangi okulda olsa, imtihana yakın peder, öğretmenlerle bir konuşur, meseleyi yoluna kordu	Turkish
Так біда впала, як сніг на голову	Ukrainian
لە سەقز و لە بۆکان	Kurdish Sorani
Kimseye söyleyemezsin	Turkish
ئەو نەیدەویست لەگەڵی بێت	Kurdish Sorani
Kan loket backa?	Swedish
Ne vous tracassez point	Frence
Леся Українка, критикуючи основоположну засаду фанатиків:	Ukrainian
Ліниві завжди бувають людьми посередніми	Ukrainian
Kımılda	Turkish
Voudriez-vous par hasard faire embaumer l’objet de vos regrets éternels ?	Frence
Li gor me ew pirsgirêk, bi riya lihevkirinê çareser dibin	Kurdish Kurmanji
І не так розповідати їм, що знаєте ви, як слухати, що скажуть вони	Ukrainian
Alla är vi bekanta med Nordström och hans konst	Swedish
Jag tänkte baka citronpaj	Swedish
Ребра і груди вгиналися під ударами	Ukrainian
Li Meletî û Rihayê bûyerên trafîkê çêbûn	Kurdish Kurmanji
Fût double, et, tout ensemble ignorée et charnelle	Frence
Je puis vous le montrer	Frence
И я приношу извинения за это упущение	Russian
هەتاهەتایە چاوەڕێ ناکەم	Kurdish Sorani
Ces hommes me regardaient passer	Frence
Men redaktörn som är gammal sjöman förstår ju det där bättre än jag	Swedish
Боже мой, чтоб не на них!	Russian
Silencio de una perfección casi total	Spanish
لە خوێنەر و نووسەر و پەخشەر	Kurdish Sorani
Bu ciddi bir şey	Turkish
If he was still obstinate, they plunged him into the water	English
فَدَعَا رَبَّهُ أَنَّ هَؤُلَاءِ قَوْمٌ مُجْرِمُونَ	Arabic
The people think a childless couple who bathes in the water will have offspring	English
أتعرف ما هي ؟	Arabic
Oupphörligen slingrade sig nya röda trådar bort över golvet som fräsande ormar	Swedish
L’ingénieur fit un léger signe affirmatif, et parut s’endormir	Frence
Detta var en riktig knackning och inte något som hon bara hörde i drömmen	Swedish
با دەست پێ بکەین!	Kurdish Sorani
Даже если они его возненавидят, что-то в их сознании сдвинется	Russian
Ви собі десь дальше від будки, а штрументи підвезіть та киньте отам під щити	Ukrainian
que deciden hacer lo que la sociedad ha resuelto	Spanish
Как глянешь вон, — сказал Василий, указывая на поле, — сердце радуется	Russian
His mother was very tender with him	English
me, me he hecho amigo de la chica de la que estoy enamorado	Spanish
What shall I do with him?	English
Li Balikesirê kesek bi hinceta endamtiya terorê hat desteserkirin	Kurdish Kurmanji
Участие — вот то слово, которым мы руководствуемся во всей своей деятельности	Russian
Но не в театр, а в цирк Вы любите цирк?	Russian
Починаються морози, а вони повстанчий рух завжди охолоджують	Ukrainian
What's in the envelope packet?	English
Parecía poca cosa, pero menos da una piedra	Spanish
Har du varit i Barcelona någon gång?	Swedish
Vous croyez qu’il l’acceptera un jour ?	Frence
Пугачев бежал, преследуемый Иваном Ивановичем Михельсоном. Вскоре узнали мы о совершенном его разбитии	Russian
His hat was a whirling speck behind	English
nosotros hubimos comido	Spanish
mañana al amanecer, si esta misma noche no puedo hacerlo	Spanish
Why, where should you have gone?	English
L’ère de grandeur et d’abondance suprêmes est aussi le début du déclin	Frence
La cour se réunissait chez sa mère	Frence
Kyrkan fylldes långsamt	Swedish
Beviset ska utfärdas snarast möjligt och föras in i utlänningens pass	Swedish
استرق السمع	Arabic
las playas públicas benefician al ocio	Spanish
Ils les craignent, donc ils les connaissent	Frence
Hennes divan är den svulstigaste jag sett	Swedish
Dessa krav bör preciseras i en ny paragraf i utlänningsförordningen	Swedish
И этот год не стал исключением	Russian
المشي بعد الأكل شيء جيّد للصّحّة	Arabic
من شێرم ئەوان ڕیوییە	Kurdish Sorani
Cara yekem navê min di wê hejmarê de derket	Kurdish Kurmanji
De har egen brunn sedan många år nu	Swedish
ئازاری سییەکان و خانە دیارکەوتوو بەربڵاوەکان و زیادکردنی ماکرۆفەیج لە نەخۆشەکانی سارس بەدیاردەکەون	Kurdish Sorani
Мы действуем, поддерживая силы надежды и устраняя причины обеспокоенности, причем самым конкретным образом	Russian
Build logs are available publicly	English
The labourer is worthy of his hire	English
Hon ser gammal och fattig ut	Swedish
Down to a few years ago no European had ever seen either of them	English
Li her deverê cîhanê, nêrîneke wiha bi pêş ket	Kurdish Kurmanji
Personne ne s’encombre le disque dur d’artistes bof	Frence
Alın şunu üstümden!	Turkish
Опять все и всё стали противны ему	Russian
هذا لك	Arabic
Після одержання сумної вістки не бачив я в очах Петра жодної сльози	Ukrainian
جا کێ هەیە مژێکی لە هەوای هەولێر دابێ،	Kurdish Sorani
تعامل معها باحترام	Arabic
û ji bo ku razê pişta xwe da jina xwe	Kurdish Kurmanji
لاو جێیان سیاچاڵە	Kurdish Sorani
Carek ji caran	Kurdish Kurmanji
ئەم با نزمانە بە شنەبای چیا ناسراون	Kurdish Sorani
بكرا صاحبي قبل الهجير	Arabic
قوربان، وەک جاری جاران	Kurdish Sorani
Un soubresaut de désir	Frence
Підрізали нас тим сильно	Ukrainian
Uppe i norr ser jag också något, som skiner	Swedish
Ce mec a dû vivre des milliers d’autres expériences traumatiques	Frence
Ew pir delal e	Kurdish Kurmanji
Divê em ji rehmetiyê Gorkî bipirsin	Kurdish Kurmanji
دەزانم فکرەیەکی باش نییە	Kurdish Sorani
سەلمان گوتی دیلان دایکێکی باشە	Kurdish Sorani
Toute méfiance préalable rend certains rapprochements fort délicats	Frence
Va donc pour les pères nobles !	Frence
Dis donc, tu as connu la Roussie ?	Frence
كانت ليلى تسرق المصارف	Arabic
كان عند سامي و ليلى العديد من الأصدقاء المشتركين	Arabic
ئەم مۆرفۆلۆجیە دروستکرا لەلایەن پێپلۆمەکانی ڤایرۆسی دڕکاوی، کە پڕۆتینی سەر ڕووی ڤایرۆسەکەن	Kurdish Sorani
Men för andra hade den inte mycket lockande	Swedish
Багатство людини визначається пропорційно до кількості речей, які вона може залишити без нагляду	Ukrainian
Мартин Пашковський в своїй поeмі «Корогва Савроматська в Волохах»	Ukrainian
تۆم پیاوێکی ئاینییە	Kurdish Sorani
Gelê me, êdî çareserî dixwaze	Kurdish Kurmanji
В своем заявлении Его Величество провозгласил молодежь главной движущей силой развития	Russian
Se trocean los tomates	Spanish
Вам хочеться почути, що повстанці ось-ось вже в Україні владу захоплять	Ukrainian
Det var ett präktigt arbete, vet du	Swedish
Men då dödade han ju den stackars flickan	Swedish
Мертві сорому не мають	Ukrainian
It’s an invention of my own	English
Ange est le seul mot de la langue qui ne puisse s’user	Frence
Найбільше загинуло селян, яких Яблочко змобілізував	Ukrainian
Evet, efendim, biliyorum	Turkish
Kêfa min ji wan tiştên diqewimin re nayê	Kurdish Kurmanji
Li pêyî min were	Kurdish Kurmanji
Ji sazkariyên telefonê biguherîne	Kurdish Kurmanji
Она первая хотела объявить ему свое и его счастье	Russian
Puis il s’en allait	Frence
سڵاو ئەلەند! چۆنیت؟	Kurdish Sorani
Perdesiz pencerelerine vuran güneş, ona kırmızı gözlü bir canavar şekli veriyordu	Turkish
Там вилікуєшся	Ukrainian
فەرماندەی لەشکری گوڵان دان بەودا دەنێت کە بەڕاستی داعش تووشی داڕمان بووە	Kurdish Sorani
З кулеметної тачанки стирчало древко шовкового червоного прапора	Ukrainian
Один підсовує мені портсигар	Ukrainian
بعثت إليك ما يجليك ثغرا	Arabic
Han är kock och hon är nog rektor, tror jag	Swedish
لە بۆ قیامەتێ جەننەت	Kurdish Sorani
Di rêzbenda demokrasiyê de Tirkiye sed û çil heftemîn e	Kurdish Kurmanji
أن تضيء شمعة صغيرة خير من أن تلعن الظلام	Arabic
Pendant une heure environ, le Nautilus flotta au milieu de cette troupe de mollusques	Frence
ئەو ساڵ حەوت سالی..، بۆ باڵات شێت و شەیدام	Kurdish Sorani
В этой связи Филиппины выдвинули свою кандидатуру на пост в Международном уголовном суде	Russian
Ez hêvîdarim	Kurdish Kurmanji
If I did, I would lose all my pleasure	English
Genom skönlitteraturen och sakprosan i skolbiblioteket kan elevers bildning, tänkande och kunskapsutveckling stimuleras	Swedish
لوقمانی کوڕی بە دوو سەد بارزانییەوە ناردە سەریان	Kurdish Sorani
لقد سأمت من الحياة إلى أبعد الحدود	Arabic
la Niña Chole no acertaba a comprender cómo yo podía hallarme en su celda	Spanish
Di navenda baskên jinan yên partiyê de xebatên xwe meşandiye	Kurdish Kurmanji
Bestämmelsen gäller sjukvårdspersonal inom både offentlig och privat sjukvård	Swedish
دەزانیت چۆن پایسکل لێ بخوڕیت؟	Kurdish Sorani
no lo vamos a olvidar nunca	Spanish
Em nabizdînin	Kurdish Kurmanji
Між церквами й будинками ходять черниці, козаки в шинелях і чорних жупанах	Ukrainian
Строительство постоянного мемориала покажет, что Организация Объединенных Наций воздает должное миллионам жертв трансатлантической работорговли	Russian
Тивун сього разу не збагнув, що від нього вимагають, і перепитав:	Ukrainian
Армии подвижников, обреченным добровольцам от человека пощады нет!	Russian
Detta leder till en bristande likvärdighet	Swedish
Колпак на колпаке, под колпаком колпак	Russian
Alors, les deux soeurs ne purent pas faire autrement que de tirer leurs mouchoirs	Frence
إنها هادئة	Arabic
Jag rasade, jag grät	Swedish
أنت صديقي	Arabic
Нагайки свиснули в повітрі	Ukrainian
І відомий не лише на території України, а й у міжнародній спільноті	Ukrainian
en aquel momento hacíamos proa a la costa	Spanish
Un navire de mon pays s’écria-t-il	Frence
А что считали, мы не знали, ибо разве есть какой-либо счет в воде?	Russian
Да и Вы меня тоже	Russian
Миасс — зелёный город	Russian
Se están abriendo nuevos espacios de acogida, pero no son suficientes	Spanish
بە تیزابڕێژکردنی پێ و بەلەکی پیرۆزی	Kurdish Sorani
There are only ten peripherals on each side	English
ئەو باڵابەرزەم خۆش دەوێ	Kurdish Sorani
Något så galet hade han inte hört, sedan han var en liten unge	Swedish
بسوادِ القلبِ والبَصَرِ	Arabic
القِدْر الكبير يتسع للكبير	Arabic
Allons, est-ce vrai, oui ou non ?	Frence
Lita på det	Swedish
I tore the veil and showed the naked springs	English
И Германия разделяет это предпочтение	Russian
Найбільше те звитязтво варто шанувати, Коли добром закляті злості воювати	Ukrainian
Ew ê neyîne	Kurdish Kurmanji
Мы надеемся, что этот форум тоже будет содействовать созданию такой зоны	Russian
Lütfen baba	Turkish
Hîpotez di encama komkirina zanînan de, dibetiya wan derdixe holê	Kurdish Kurmanji
Annika hoppades få mer fritid till att träna inför turneringen	Swedish
Ez asê nakim	Kurdish Kurmanji
دەسەکانت بشۆ و دوربکەوەرەوە لە دەستدان لە دەموچاوت	Kurdish Sorani
ئەو گوندە ئێستا بووەتە بەشێک لە شاری ھەولێر	Kurdish Sorani
جلەکانی شوێی داینیشتنەت پاک مەکەرەوە، لەبەر ئەوەی دڵۆپە وردیلەکان بڵاوبوونەوە ئاسانتر ئەکەن	Kurdish Sorani
Мы верим, что Национальный переходный совет добьется успеха в реализации этой цели	Russian
ellos partieran	Spanish
No por absurdo resultaba menos creíble	Spanish
de un cabo al otro recorrimos la feria	Spanish
Las ! mon sort est doncques accomply, repartit Bois-Bourredon	Frence
Внаслідок цього падь темніє, хімічний склад її змінюється	Ukrainian
Ew mamoste be	Kurdish Kurmanji
بسم الله الرحمن الرحيم اقتربت الساعة وانشق القمر	Arabic
Ahora que había enseñado al burro a no comer, va y se muere	Spanish
Di şahiyê de berendamên xwe yên şaredariyan, bi raya giştî da nasîn	Kurdish Kurmanji
أنا أخذتهُ إلي المستشفي	Arabic
Ils jouissent de cette privation volontaire, soulignée par toutes ces fois où ils succombent	Frence
Manga xwe dide mirov	Kurdish Kurmanji
Tranquillisez-vous	Frence
On s’est enfuis	Frence
بەرز و ڕند و ڵێوئاڵێ دەرد و دەرمانم خەزاڵێ	Kurdish Sorani
Jag hittade min toppluva I bilen, till slut	Swedish
Чому така ситуація?	Ukrainian
Hola. Check. ¿ mejor? bien	Spanish
Все эти факты заставляют нас пересмотреть нашу позицию	Russian
Hennes historia är oskiljaktigt förenad med Gotska Sandöns	Swedish
Ese vestido me queda como un guante, parece hecho para mí	Spanish
Vid middagstiden slog kråkorna ner i en beteshage	Swedish
Mrs. Mason's eyes open wide	English
O ölmeyecek	Turkish
las carreteras públicas benefician a la libertad de circulación	Spanish
Därefter följde yrken med krav på fördjupad högskolekompetens	Swedish
Не сходиться	Ukrainian
За півсотні кроків від нього Чорнота поліз у розвідку сам	Ukrainian
Мы делаем это не для того, чтобы созвать очередное многостороннее совещание	Russian
Got: ‘’ Tu ji ku yî? ‘	Kurdish Kurmanji
The customers came in crowds every day and bought lots, especially the toffee customers	English
Aprendiz de mucho, maestro de nada	Spanish
شاری بەسرە ی عێراق میوانداری پاڵەوانیەتییەکە دەکات	Kurdish Sorani
El teclado estaba lleno de muelles	Spanish
توم صديقي	Arabic
До того ще два станкові та два ручні кулемети, запас набоїв	Ukrainian
J’eusse été foudroyé par un baiser énorme	Frence
Le chariot pouvait donc s’engager sur ce haut-fond	Frence
Feqîr rojnameyekê dikire, dewlemend berpirsê rojnameyê	Kurdish Kurmanji
بە چ دەردەسەرییەک تۆ تەعجیلت فرچک دا	Kurdish Sorani
Soyez-vous l’un pour l’autre une religion	Frence
Гусей, курей, качок, індиків	Ukrainian
None that I could readily understand!	English
Gerçek değiller	Turkish
My sister is lost in the forest	English
Birbirimizi anladık mı?	Turkish
Ez tenê nikarim	Kurdish Kurmanji
Они также имеют важное значение для устойчивости режима ядерного нераспространения	Russian
اخلع حذاءك	Arabic
قَالَ مَعَاذَ اللَّهِ أَنْ نَأْخُذَ إِلَّا مَنْ وَجَدْنَا مَتَاعَنَا عِنْدَهُ إِنَّا إِذًا لَظَالِمُونَ	Arabic
شتەکان وەک ئێمە پێشبینیمان دەکرد دەرنەچوون	Kurdish Sorani
Зненацька копоті їм дать	Ukrainian
Em nebehecî ne	Kurdish Kurmanji
Han är en lögnare!	Swedish
For he had large stores of modest contentment	English
Несмотря на мрачность окружающей природы, он чувствовал себя особенно возбужденным	Russian
Keyfini çıkar	Turkish
Herkesin tenceresi kapalı kaynar	Turkish
Och jag greps av medlidande	Swedish
Bu adamı görüyor musun?	Turkish
Gelin, oturun	Turkish
جەبار ماوەیەک چاوەڕێ بوو	Kurdish Sorani
Мы являемся свидетелями катастрофических последствий голода в Сомали и в соседних странах	Russian
لقد اخطأت باختبار فحص الحمل	Arabic
Then the presence of the night came again to her	English
Alla slags småfåglar lämnade ängsligt sina bon för att leda oss på villospår	Swedish
Особа, яка виявила скарб, набуває право власності на нього	Ukrainian
Jiyana meha Remezanê ye	Kurdish Kurmanji
إن عذاب ربك لواقع	Arabic
دەرباز سوێند دەخوات کە بێتاوانە	Kurdish Sorani
Madeline Bassett says she's going to marry me!	English
Почався хімічний процес	Ukrainian
Where d'you live, hey?	English
"Rain or the rope!"" roared the angry people at him"	English
І стіни мають вуха	Ukrainian
Мы также хотим подчеркнуть важность активизации механизмов превентивной дипломатии и африканских усилий по миротворчеству	Russian
Em çayekê vexwin?	Kurdish Kurmanji
В Черкасах залишилася лише мінімальна кількість	Ukrainian
På den sydligaste delen av Öland ligger en gammal kungsgård, som heter Ottenby	Swedish
Dilini mi yuttun?	Turkish
وقيل لهم أين ما كنتم تعبدون	Arabic
Melül melül önüne bakar, sazına dokunur, müşteriye itibar etmezdi	Turkish
تەیارە و تۆپ و قرمەی تیربار و تفەنگیان گاڵەی دەکرد	Kurdish Sorani
Klockan sju i morgon	Swedish
Ситий кіт, упіймавши його, грався і трохи поранив	Ukrainian
Ходил ко мне один человек	Russian
Ricaurte en San Mateo en átomos volando, deber antes que vida con llamas escribió	Spanish
By this time the news will be on its way	English
Gavroche, tout en chantant, prodiguait la pantomime	Frence
لە تاقیکردنەوەکە کەوت	Kurdish Sorani
Y lo hace tan descriptivo, que hace que el lector, al leer sus versos	Spanish
Immobiles, debout sur des granits sculptés	Frence
По́хапцем – гарний синонім до слів швидко, поспішаючи	Ukrainian
Hûn ê nebirin	Kurdish Kurmanji
Leşkerên Tirkiyê çar ciwanên ji Rojavayê Kurdistanê bi tundî îşkencekirin	Kurdish Kurmanji
Ce fut un coup terrible	Frence
Du ska hjälpa mig att gräva vallarna!	Swedish
І бився відважно король Данило	Ukrainian
Septiembre o seca las fuentes o se lleva los puentes	Spanish
D'une croisée, on l'applaudit	Frence
Min digot qey tu yê piştî nîvro biçî pirtûkxaneyê	Kurdish Kurmanji
Des plaintes, sanglotant dans l’ombre sépulcrale	Frence
Молдаванин став уважно оглядати нас	Ukrainian
В середине лета он прислал телеграмму	Russian
Efendimize sadakatimden dolayı öleceğim için ne kadar bahtiyar olduğumu tasavvur edemezsiniz	Turkish
طوراً تُرى كفِلكةِ الدولاب	Arabic
Di laşê mirov de çend hestî heye?	Kurdish Kurmanji
ئاراس دڵخۆش دەرناکەوێت	Kurdish Sorani
estar caminando en la cuerda floja	Spanish
Бутан, Франция, Соединенное Королевство Великобритании и Северной Ирландии	Russian
Do you think he looks silly?	English
شوکر جەمعییەتێکی بێ نیزاعە	Kurdish Sorani
مات من دون أن يترك وصية	Arabic
Tamam patron	Turkish
Il semble lire dans mes pensées !	Frence
Toca muy bien el clarinete	Spanish
T’as une idée pour le code ?	Frence
ئازارێکی توندم هەیە لێرەی سنگمدا	Kurdish Sorani
Es más fácil estudiar un idioma cuando eres un niño	Spanish
Осуществление этого плана привело бы нас к желанной цели разоружения и нераспространения	Russian
He found no other traces of the Scottish army there	English
دەتەوێت بازرگانی بکەیت یان نا؟	Kurdish Sorani
خوێندنگەی بنەڕەتیی کوردستان نەک خوێندنگەی کوردستانی بنەڕەتی	Kurdish Sorani
Det är ingen fara med mig	Swedish
The legitimate daughters of a king did not marry anyone	English
Jag vill inte hålla hemligt vem jag är, sade han	Swedish
Learn more about what the Open Source Scriptures project is all about	English
capítulo veinticinco	Spanish
He did so, and came back again	English
"Melike: ""Olmaz"" demiş, ""onun bir derdi olduğu her halinden belli"	Turkish
Ew nabiriqîne	Kurdish Kurmanji
Her defasında yüzünde yeni ifadeler, gitgide kendini belli eden bir hayat görür gibiydim	Turkish
por favor, no	Spanish
Ez bêhnijî me	Kurdish Kurmanji
Fakat onun bir şeyler düşündüğü muhakkaktı	Turkish
Kêmaniya herî mezin kêmanînedîtin e	Kurdish Kurmanji
Sana ihtiyacım var diyordum değil mi?	Turkish
Berpirsyariya rewşenbîran acizkirina desthilatdarên har e	Kurdish Kurmanji
Hon är snarare min fru	Swedish
Telefonunuz var mı?	Turkish
Звертаємо в ліс і їдемо без дороги, то спускаючись в яр, то піднімаючись угору	Ukrainian
توێژینەوە لەسەر ڤاکسین یان دەرمانی تایبەتی دژەڤایرۆس لەژێر تاقیکردنەوەدان	Kurdish Sorani
Prövningen skedde under beaktande av samisk sedvänja	Swedish
Тече вода і на гору Багатому в хату	Ukrainian
بأبي الزائر الذي ملأ اللحظ	Arabic
Me lo derramé porque me apetece	Spanish
دەمەوێت ببم بە دیپلۆماتکار	Kurdish Sorani
He could not attract a party to his leadership by seductive wiles	English
ellas partieran	Spanish
Kesê ji tenêtiyê ditirse, bila nezewice	Kurdish Kurmanji
Faire de la lumière et faire des ténèbres	Frence
Новаторский подход мог бы включать такие коммуникационные средства, как общественные средства массовой информации	Russian
لە بەغدا کارەکانت کرد	Kurdish Sorani
Rullstolen hade varit spraymålad i regnbågens alla färger	Swedish
لەخۆمەوە دڵم خۆشە	Kurdish Sorani
Onun haince güldüğünü fark ettim	Turkish
ومن يتول الله ورسوله والذين آمنوا فإن حزب الله هم الغالبون	Arabic
ما أجمل هذه الزهرة!	Arabic
Ezmano bilind bibe!	Kurdish Kurmanji
Xwarinê bixwe	Kurdish Kurmanji
N’en prends pas souci	Frence
Le lendemain, les chevaux étaient sellés et bridés au point du jour	Frence
Навколо села є безліч джерел	Ukrainian
Gently rock the cradle to put the baby to sleep	English
جارێ هیچ زانیاریەک نیە لەسەر سەرەتای دووگیانی	Kurdish Sorani
L'amour devient le ciel sitôt le corps ôté	Frence
Ji her pirsên min re zahf zû cewab dida	Kurdish Kurmanji
هذا أسعد يوم في حياتي	Arabic
Ez, rastî têkiliyên wisa hatim ku mirovan matmayî dihêle	Kurdish Kurmanji
Trois mois que nous étudions le grimoire des légendes de la noétie	Frence
انقضت ظهري الحياة فلا اد	Arabic
Onu düşünme	Turkish
Гуляли часто до півночі	Ukrainian
Now I’ll look back	English
قسە بە عەرەبی دەکات	Kurdish Sorani
Ha je comprends, c'est une bonne raison	Frence
Понимаем, что в обозримой перспективе возобновление соответствующих переговоров вряд ли реализуемо	Russian
Att föreskriven gallring sker är viktigt både av integritetsskäl och av ekonomiska skäl	Swedish
esta afición a dormir en un regazo femenino la conservo todavía	Spanish
Gelek bixîret e	Kurdish Kurmanji
"هل أنت متأكد أنك تريدني أن أخبرك ؟ "" "" تفضل ، كلي آذان صاغية!"	Arabic
Бабушка ловила зайцев руками и сажала их в небольшие клеточки	Russian
como si son monedas de dos euros, ¿ quieres dejar de hurgar la caca	Spanish
Как я объясню вскоре более подробно, работа Трибунала почти завершена	Russian
He was the leader, and Tudor was his lieutenant	English
Ви маєте мовчати й відповідати	Ukrainian
تێیدا باس لە ژمارەیەک کەس دەکات کە لە ململانێدان بۆ بەدەستهێنانی پارە و زەوی	Kurdish Sorani
Свобода должна поддерживаться с помощью безопасности, демократии и законности и процветания	Russian
Стопчак М	Ukrainian
se aprobaron diversas mociones	Spanish
Cada vez que cojo la moto me hago un viaje largo	Spanish
We hear of vineyards and plantations dedicated to Artemis	English
بۆ چاو لێکنانێکیش زمانیان لە کار نەدەکەوت	Kurdish Sorani
Bu en sağlam usuldür!	Turkish
Ağır git ki yol alasın	Turkish
Li Tirkiye û Bakurê Kurdistanê heştê hezar kes dê vegerin girtîgehan	Kurdish Kurmanji
Il me fallait passer, et… j’ai passé	Frence
ترى شبه الآساد فيهم مبينا	Arabic
أهدتني آن هذه الهدية	Arabic
Buluşabilir miyiz?	Turkish
Та бронеплави гарматним і кулеметним вогнем відігнали повстанців, а вогонь погасили брандспойтами	Ukrainian
Han grep henne i armen	Swedish
Вот погоди, приедет папа, и он в твоей любви разберется	Russian
У ней не было на свете ни одного родного человека	Russian
Resultó ser un regalo envenenado, un caballo de Troya	Spanish
Goştê ji cemedê derketiye bidin ser ocaxê	Kurdish Kurmanji
Ce tableau simple et déchirant, Vigneron l’a fait !	Frence
Kimi kimsesi var mıydı? Nereliydi?	Turkish
آمل أن أُحدث تغييرا إيجابيا على العالم	Arabic
Seni bilirim	Turkish
La alcaldesa ha hablado con el sector para encontrar vías de solución	Spanish
Puede haber malware en el archivo, de modo que verifica	Spanish
Баркас примчался в порт Мадрас, матрос принёс на борт матрас	Russian
قد لعمري يا ابن المغيرة أصبحت	Arabic
Oh ! n’est-il pas plutôt le vide où tout s’achève ;	Frence
La fundación requiere una gestión cuidadosa	Spanish
Divê hikûmet, gavên berbiçav bavêje	Kurdish Kurmanji
Les anges se miraient en elle	Frence
Во многих отношениях мы сейчас начинаем обсуждение методов работы Комиссии по разоружению	Russian
Laisse fuir la barque et l'onde !	Frence
Han alquilado un apartamento en Figueres	Spanish
Emanete hıyanet olmaz	Turkish
Il est temps de revenir sur nos pas. page trois cent quarante-deux	Frence
nosotras no partiéramos	Spanish
Мы занимаем седьмое место по объему взносов в бюджет Организации Объединенных Наций	Russian
Heqîqet ne îzafî ye, nêrînên derbarê heqîqetê îzafî ne	Kurdish Kurmanji
لای لای سوورە گوڵ لای لای چۆنت ڕاژێنم	Kurdish Sorani
Серце млосно стискається	Ukrainian
А заведующий из-за прилавка выглядывает и ждёт, что дальше будет	Russian
با بڕۆمە ناوەوە	Kurdish Sorani
Mon frère vient de me réparer ma voiture	Frence
L’homme entre dans la mort et l’astre dans l’éclipse ;	Frence
До ранку далеко	Ukrainian
На этом принципе основывается и наша позиция по Фолклендским островам	Russian
Los animales me cargan	Spanish
В частности, финансирование в целях развития должно быть обеспечено на уровне взятых обязательств	Russian
Bibêje were çaya qeçax were	Kurdish Kurmanji
Nice try!	English
Ирина молча надела свою шубку	Russian
Det krävs samordning mellan kommunerna för att få fungerande skolskjuts	Swedish
Майже місяць лікувався від газових опіків бронхів та легень	Ukrainian
هي تتعلم كلمات جديدة	Arabic
مێردەکەیتان پێ دەناسێنم	Kurdish Sorani
Ah ! Mes amis, j'ai bien cru que vous ne me reverriez plus	Frence
Regarde, Dick, sa forme est encore exactement celle qu’il avait ce matin	Frence
Cette bave de feu que vous nommez l’aurore	Frence
La radio se ha estropeado	Spanish
"I could not stop laughing after seeing the Wierd Al Yankovic video ""Word crimes"	English
ولقد آتينا داوود منا فضلا يا جبال أوبي معه والطير وألنا له الحديد	Arabic
I'll tell you what	English
De höll sig inte längre dolda i klyftan, utan gick uppe på högslätten	Swedish
Mais je crains qu’en fait il ne parle juste de sa mère	Frence
Geciktim	Turkish
nosotras hubiésemos vivido	Spanish
Kiss me again; and don’t let me see your eyes!	English
Человек - самое ценное между небом и землей	Russian
